method,simnum,subjects,hit,miss,fa,cr,cost,startseed
goni,3,14,272,121,146,12181,267.0,
kenett,3,14,193,200,281,12046,481.0,
fe,3,14,38,355,0,12327,355.0,
rw,3,15,360,33,430,11897,463.0,
goni,3,15,283,110,149,12178,259.0,
kenett,3,15,193,200,281,12046,481.0,
fe,3,15,41,352,0,12327,352.0,
rw,3,16,368,25,454,11873,479.0,
goni,3,16,297,96,165,12162,261.0,
kenett,3,16,206,187,268,12059,455.0,
fe,3,16,44,349,0,12327,349.0,
rw,3,17,373,20,475,11852,495.0,
goni,3,17,311,82,181,12146,263.0,
kenett,3,17,210,183,264,12063,447.0,
fe,3,17,47,346,0,12327,346.0,
rw,3,18,378,15,499,11828,514.0,
goni,3,18,313,80,183,12144,263.0,
kenett,3,18,213,180,261,12066,441.0,
fe,3,18,50,343,0,12327,343.0,
rw,3,19,379,14,526,11801,540.0,
goni,3,19,316,77,192,12135,269.0,
kenett,3,19,217,176,257,12070,433.0,
fe,3,19,52,341,0,12327,341.0,
rw,3,20,380,13,552,11775,565.0,
goni,3,20,320,73,199,12128,272.0,
kenett,3,20,230,163,244,12083,407.0,
fe,3,20,55,338,0,12327,338.0,
rw,3,21,384,9,570,11757,579.0,
goni,3,21,325,68,210,12117,278.0,
kenett,3,21,232,161,242,12085,403.0,
fe,3,21,57,336,0,12327,336.0,
rw,3,22,385,8,598,11729,606.0,
goni,3,22,332,61,212,12115,273.0,
kenett,3,22,235,158,239,12088,397.0,
fe,3,22,58,335,0,12327,335.0,
rw,3,23,386,7,624,11703,631.0,
goni,3,23,334,59,222,12105,281.0,
kenett,3,23,234,159,240,12087,399.0,
fe,3,23,60,333,0,12327,333.0,
rw,3,24,386,7,649,11678,656.0,
goni,3,24,334,59,238,12089,297.0,
kenett,3,24,232,161,242,12085,403.0,
fe,3,24,63,330,0,12327,330.0,
rw,3,25,387,6,663,11664,669.0,
goni,3,25,336,57,244,12083,301.0,
kenett,3,25,238,155,236,12091,391.0,
fe,3,25,65,328,0,12327,328.0,
rw,3,26,387,6,680,11647,686.0,
goni,3,26,340,53,257,12070,310.0,
kenett,3,26,245,148,229,12098,377.0,
fe,3,26,67,326,0,12327,326.0,
rw,3,27,388,5,704,11623,709.0,
goni,3,27,347,46,266,12061,312.0,
kenett,3,27,239,154,235,12092,389.0,
fe,3,27,70,323,0,12327,323.0,
rw,3,28,388,5,722,11605,727.0,
goni,3,28,347,46,272,12055,318.0,
kenett,3,28,243,150,231,12096,381.0,
fe,3,28,72,321,0,12327,321.0,
rw,3,29,388,5,746,11581,751.0,
goni,3,29,349,44,275,12052,319.0,
kenett,3,29,240,153,234,12093,387.0,
fe,3,29,75,318,0,12327,318.0,
rw,3,30,389,4,762,11565,766.0,
goni,3,30,351,42,286,12041,328.0,
kenett,3,30,251,142,223,12104,365.0,
fe,3,30,76,317,0,12327,317.0,
rw,3,31,389,4,788,11539,792.0,
goni,3,31,354,39,294,12033,333.0,
kenett,3,31,247,146,227,12100,373.0,
fe,3,31,79,314,0,12327,314.0,
rw,3,32,390,3,808,11519,811.0,
goni,3,32,357,36,295,12032,331.0,
kenett,3,32,248,145,226,12101,371.0,
fe,3,32,82,311,0,12327,311.0,
rw,3,33,390,3,824,11503,827.0,
goni,3,33,360,33,299,12028,332.0,
kenett,3,33,249,144,225,12102,369.0,
fe,3,33,85,308,0,12327,308.0,
rw,3,34,390,3,845,11482,848.0,
goni,3,34,361,32,312,12015,344.0,
kenett,3,34,248,145,226,12101,371.0,
fe,3,34,88,305,0,12327,305.0,
rw,3,35,390,3,867,11460,870.0,
goni,3,35,362,31,325,12002,356.0,
kenett,3,35,253,140,221,12106,361.0,
fe,3,35,90,303,0,12327,303.0,
rw,3,36,390,3,888,11439,891.0,
goni,3,36,362,31,329,11998,360.0,
kenett,3,36,256,137,218,12109,355.0,
fe,3,36,93,300,0,12327,300.0,
rw,3,37,390,3,899,11428,902.0,
goni,3,37,365,28,339,11988,367.0,
kenett,3,37,251,142,223,12104,365.0,
fe,3,37,96,297,0,12327,297.0,
rw,3,38,390,3,916,11411,919.0,
goni,3,38,365,28,340,11987,368.0,
kenett,3,38,259,134,215,12112,349.0,
fe,3,38,99,294,0,12327,294.0,
rw,3,39,390,3,930,11397,933.0,
goni,3,39,368,25,342,11985,367.0,
kenett,3,39,260,133,214,12113,347.0,
fe,3,39,101,292,0,12327,292.0,
rw,3,40,390,3,947,11380,950.0,
goni,3,40,369,24,349,11978,373.0,
kenett,3,40,261,132,213,12114,345.0,
fe,3,40,104,289,0,12327,289.0,
rw,3,41,390,3,968,11359,971.0,
goni,3,41,369,24,361,11966,385.0,
kenett,3,41,262,131,212,12115,343.0,
fe,3,41,105,288,0,12327,288.0,
rw,3,42,390,3,985,11342,988.0,
goni,3,42,368,25,366,11961,391.0,
kenett,3,42,266,127,208,12119,335.0,
fe,3,42,107,286,0,12327,286.0,
rw,3,43,390,3,1008,11319,1011.0,
goni,3,43,370,23,368,11959,391.0,
kenett,3,43,269,124,205,12122,329.0,
fe,3,43,109,284,0,12327,284.0,
rw,3,44,390,3,1024,11303,1027.0,
goni,3,44,372,21,374,11953,395.0,
kenett,3,44,271,122,203,12124,325.0,
fe,3,44,111,282,0,12327,282.0,
rw,3,45,390,3,1035,11292,1038.0,
goni,3,45,372,21,378,11949,399.0,
kenett,3,45,270,123,204,12123,327.0,
fe,3,45,113,280,0,12327,280.0,
rw,3,46,390,3,1055,11272,1058.0,
goni,3,46,371,22,389,11938,411.0,
kenett,3,46,270,123,204,12123,327.0,
fe,3,46,115,278,0,12327,278.0,
rw,3,47,391,2,1074,11253,1076.0,
goni,3,47,375,18,391,11936,409.0,
kenett,3,47,265,128,209,12118,337.0,
fe,3,47,116,277,0,12327,277.0,
rw,3,48,391,2,1089,11238,1091.0,
goni,3,48,375,18,395,11932,413.0,
kenett,3,48,273,120,201,12126,321.0,
fe,3,48,118,275,0,12327,275.0,
rw,3,49,392,1,1107,11220,1108.0,
goni,3,49,374,19,394,11933,413.0,
kenett,3,49,272,121,202,12125,323.0,
fe,3,49,120,273,0,12327,273.0,
rw,3,50,393,0,1125,11202,1125.0,
goni,3,50,375,18,405,11922,423.0,
kenett,3,50,266,127,208,12119,335.0,
fe,3,50,121,272,0,12327,272.0,
rw,4,1,69,324,30,12297,354.0,
goni,4,1,5,388,3,12324,391.0,
kenett,4,1,9,384,201,12126,585.0,
fe,4,1,3,390,0,12327,390.0,
rw,4,2,126,267,51,12276,318.0,
goni,4,2,33,360,7,12320,367.0,
kenett,4,2,20,373,298,12029,671.0,
fe,4,2,6,387,0,12327,387.0,
rw,4,3,173,220,85,12242,305.0,
goni,4,3,58,335,11,12316,346.0,
kenett,4,3,13,380,380,11947,760.0,
fe,4,3,9,384,0,12327,384.0,
rw,4,4,206,187,112,12215,299.0,
goni,4,4,89,304,22,12305,326.0,
kenett,4,4,14,379,403,11924,782.0,
fe,4,4,12,381,0,12327,381.0,
rw,4,5,230,163,143,12184,306.0,
goni,4,5,117,276,39,12288,315.0,
kenett,4,5,12,381,411,11916,792.0,
fe,4,5,13,380,0,12327,380.0,
rw,4,6,256,137,168,12159,305.0,
goni,4,6,136,257,46,12281,303.0,
kenett,4,6,15,378,423,11904,801.0,
fe,4,6,15,378,0,12327,378.0,
rw,4,7,274,119,202,12125,321.0,
goni,4,7,165,228,63,12264,291.0,
kenett,4,7,13,380,434,11893,814.0,
fe,4,7,18,375,0,12327,375.0,
rw,4,8,291,102,221,12106,323.0,
goni,4,8,180,213,69,12258,282.0,
kenett,4,8,18,375,441,11886,816.0,
fe,4,8,21,372,0,12327,372.0,
rw,4,9,311,82,245,12082,327.0,
goni,4,9,204,189,84,12243,273.0,
kenett,4,9,19,374,449,11878,823.0,
fe,4,9,24,369,0,12327,369.0,
rw,4,10,322,71,272,12055,343.0,
goni,4,10,230,163,100,12227,263.0,
kenett,4,10,29,364,442,11885,806.0,
fe,4,10,26,367,0,12327,367.0,
rw,4,11,336,57,302,12025,359.0,
goni,4,11,234,159,110,12217,269.0,
kenett,4,11,167,226,307,12020,533.0,
fe,4,11,29,364,0,12327,364.0,
rw,4,12,346,47,332,11995,379.0,
goni,4,12,249,144,126,12201,270.0,
kenett,4,12,176,217,298,12029,515.0,
fe,4,12,31,362,0,12327,362.0,
rw,4,13,357,36,363,11964,399.0,
goni,4,13,266,127,145,12182,272.0,
kenett,4,13,189,204,285,12042,489.0,
fe,4,13,34,359,0,12327,359.0,
rw,4,14,366,27,385,11942,412.0,
goni,4,14,285,108,159,12168,267.0,
kenett,4,14,193,200,281,12046,481.0,
fe,4,14,36,357,0,12327,357.0,
rw,4,15,368,25,412,11915,437.0,
goni,4,15,293,100,161,12166,261.0,
kenett,4,15,199,194,275,12052,469.0,
fe,4,15,39,354,0,12327,354.0,
rw,4,16,373,20,437,11890,457.0,
goni,4,16,299,94,177,12150,271.0,
kenett,4,16,204,189,270,12057,459.0,
fe,4,16,42,351,0,12327,351.0,
rw,4,17,375,18,454,11873,472.0,
goni,4,17,307,86,186,12141,272.0,
kenett,4,17,206,187,268,12059,455.0,
fe,4,17,44,349,0,12327,349.0,
rw,4,18,378,15,481,11846,496.0,
goni,4,18,311,82,191,12136,273.0,
kenett,4,18,214,179,260,12067,439.0,
fe,4,18,47,346,0,12327,346.0,
rw,4,19,378,15,510,11817,525.0,
goni,4,19,318,75,203,12124,278.0,
kenett,4,19,218,175,256,12071,431.0,
fe,4,19,49,344,0,12327,344.0,
rw,4,20,381,12,528,11799,540.0,
goni,4,20,322,71,209,12118,280.0,
kenett,4,20,217,176,257,12070,433.0,
fe,4,20,52,341,0,12327,341.0,
rw,4,21,383,10,549,11778,559.0,
goni,4,21,327,66,216,12111,282.0,
kenett,4,21,214,179,260,12067,439.0,
fe,4,21,55,338,0,12327,338.0,
rw,4,22,383,10,574,11753,584.0,
goni,4,22,334,59,222,12105,281.0,
kenett,4,22,223,170,251,12076,421.0,
fe,4,22,58,335,0,12327,335.0,
rw,4,23,383,10,598,11729,608.0,
goni,4,23,336,57,224,12103,281.0,
kenett,4,23,231,162,243,12084,405.0,
fe,4,23,60,333,0,12327,333.0,
rw,4,24,383,10,620,11707,630.0,
goni,4,24,345,48,225,12102,273.0,
kenett,4,24,230,163,244,12083,407.0,
fe,4,24,62,331,0,12327,331.0,
rw,4,25,384,9,646,11681,655.0,
goni,4,25,348,45,235,12092,280.0,
kenett,4,25,236,157,238,12089,395.0,
fe,4,25,64,329,0,12327,329.0,
rw,4,26,385,8,659,11668,667.0,
goni,4,26,353,40,243,12084,283.0,
kenett,4,26,234,159,240,12087,399.0,
fe,4,26,65,328,0,12327,328.0,
rw,4,27,387,6,679,11648,685.0,
goni,4,27,357,36,254,12073,290.0,
kenett,4,27,234,159,240,12087,399.0,
fe,4,27,68,325,0,12327,325.0,
rw,4,28,387,6,704,11623,710.0,
goni,4,28,360,33,269,12058,302.0,
kenett,4,28,235,158,239,12088,397.0,
fe,4,28,70,323,0,12327,323.0,
rw,4,29,388,5,721,11606,726.0,
goni,4,29,362,31,273,12054,304.0,
kenett,4,29,244,149,230,12097,379.0,
fe,4,29,73,320,0,12327,320.0,
rw,4,30,388,5,746,11581,751.0,
goni,4,30,361,32,280,12047,312.0,
kenett,4,30,246,147,228,12099,375.0,
fe,4,30,74,319,0,12327,319.0,
rw,4,31,388,5,763,11564,768.0,
goni,4,31,362,31,286,12041,317.0,
kenett,4,31,241,152,233,12094,385.0,
fe,4,31,76,317,0,12327,317.0,
rw,4,32,389,4,781,11546,785.0,
goni,4,32,364,29,291,12036,320.0,
kenett,4,32,246,147,228,12099,375.0,
fe,4,32,78,315,0,12327,315.0,
rw,4,33,391,2,804,11523,806.0,
goni,4,33,367,26,295,12032,321.0,
kenett,4,33,251,142,223,12104,365.0,
fe,4,33,79,314,0,12327,314.0,
rw,4,34,392,1,817,11510,818.0,
goni,4,34,366,27,299,12028,326.0,
kenett,4,34,245,148,229,12098,377.0,
fe,4,34,81,312,0,12327,312.0,
rw,4,35,392,1,844,11483,845.0,
goni,4,35,370,23,299,12028,322.0,
kenett,4,35,250,143,224,12103,367.0,
fe,4,35,83,310,0,12327,310.0,
rw,4,36,392,1,858,11469,859.0,
goni,4,36,372,21,305,12022,326.0,
kenett,4,36,251,142,223,12104,365.0,
fe,4,36,86,307,0,12327,307.0,
rw,4,37,392,1,879,11448,880.0,
goni,4,37,372,21,300,12027,321.0,
kenett,4,37,256,137,218,12109,355.0,
fe,4,37,87,306,0,12327,306.0,
rw,4,38,392,1,893,11434,894.0,
goni,4,38,376,17,309,12018,326.0,
kenett,4,38,256,137,218,12109,355.0,
fe,4,38,90,303,0,12327,303.0,
rw,4,39,393,0,908,11419,908.0,
goni,4,39,377,16,314,12013,330.0,
kenett,4,39,260,133,214,12113,347.0,
fe,4,39,91,302,0,12327,302.0,
rw,4,40,393,0,924,11403,924.0,
goni,4,40,376,17,329,11998,346.0,
kenett,4,40,261,132,213,12114,345.0,
fe,4,40,93,300,0,12327,300.0,
rw,4,41,393,0,950,11377,950.0,
goni,4,41,378,15,336,11991,351.0,
kenett,4,41,264,129,210,12117,339.0,
fe,4,41,95,298,0,12327,298.0,
rw,4,42,393,0,978,11349,978.0,
goni,4,42,380,13,353,11974,366.0,
kenett,4,42,266,127,208,12119,335.0,
fe,4,42,97,296,0,12327,296.0,
rw,4,43,393,0,995,11332,995.0,
goni,4,43,382,11,359,11968,370.0,
kenett,4,43,263,130,211,12116,341.0,
fe,4,43,99,294,0,12327,294.0,
rw,4,44,393,0,1004,11323,1004.0,
goni,4,44,382,11,371,11956,382.0,
kenett,4,44,264,129,210,12117,339.0,
fe,4,44,101,292,0,12327,292.0,
rw,4,45,393,0,1020,11307,1020.0,
goni,4,45,382,11,379,11948,390.0,
kenett,4,45,265,128,209,12118,337.0,
fe,4,45,102,291,0,12327,291.0,
rw,4,46,393,0,1038,11289,1038.0,
goni,4,46,382,11,387,11940,398.0,
kenett,4,46,271,122,203,12124,325.0,
fe,4,46,103,290,0,12327,290.0,
rw,4,47,393,0,1050,11277,1050.0,
goni,4,47,381,12,384,11943,396.0,
kenett,4,47,265,128,209,12118,337.0,
fe,4,47,105,288,0,12327,288.0,
rw,4,48,393,0,1067,11260,1067.0,
goni,4,48,385,8,394,11933,402.0,
kenett,4,48,265,128,209,12118,337.0,
fe,4,48,106,287,0,12327,287.0,
rw,4,49,393,0,1089,11238,1089.0,
goni,4,49,385,8,393,11934,401.0,
kenett,4,49,270,123,204,12123,327.0,
fe,4,49,107,286,0,12327,286.0,
rw,4,50,393,0,1108,11219,1108.0,
goni,4,50,384,9,393,11934,402.0,
kenett,4,50,272,121,202,12125,323.0,
fe,4,50,108,285,0,12327,285.0,
rw,5,1,67,326,30,12297,356.0,
goni,5,1,9,384,2,12325,386.0,
kenett,5,1,11,382,223,12104,605.0,
fe,5,1,3,390,0,12327,390.0,
rw,5,2,124,269,58,12269,327.0,
goni,5,2,32,361,6,12321,367.0,
kenett,5,2,11,382,343,11984,725.0,
fe,5,2,6,387,0,12327,387.0,
rw,5,3,170,223,85,12242,308.0,
goni,5,3,73,320,17,12310,337.0,
kenett,5,3,10,383,404,11923,787.0,
fe,5,3,9,384,0,12327,384.0,
rw,5,4,208,185,112,12215,297.0,
goni,5,4,97,296,25,12302,321.0,
kenett,5,4,17,376,430,11897,806.0,
fe,5,4,12,381,0,12327,381.0,
rw,5,5,245,148,142,12185,290.0,
goni,5,5,130,263,37,12290,300.0,
kenett,5,5,16,377,440,11887,817.0,
fe,5,5,15,378,0,12327,378.0,
rw,5,6,280,113,162,12165,275.0,
goni,5,6,164,229,50,12277,279.0,
kenett,5,6,21,372,441,11886,813.0,
fe,5,6,17,376,0,12327,376.0,
rw,5,7,294,99,196,12131,295.0,
goni,5,7,195,198,62,12265,260.0,
kenett,5,7,21,372,444,11883,816.0,
fe,5,7,20,373,0,12327,373.0,
rw,5,8,304,89,219,12108,308.0,
goni,5,8,205,188,77,12250,265.0,
kenett,5,8,21,372,444,11883,816.0,
fe,5,8,23,370,0,12327,370.0,
rw,5,9,314,79,249,12078,328.0,
goni,5,9,214,179,94,12233,273.0,
kenett,5,9,20,373,445,11882,818.0,
fe,5,9,26,367,0,12327,367.0,
rw,5,10,320,73,274,12053,347.0,
goni,5,10,234,159,111,12216,270.0,
kenett,5,10,22,371,443,11884,814.0,
fe,5,10,29,364,0,12327,364.0,
rw,5,11,330,63,299,12028,362.0,
goni,5,11,246,147,124,12203,271.0,
kenett,5,11,31,362,440,11887,802.0,
fe,5,11,32,361,0,12327,361.0,
rw,5,12,341,52,326,12001,378.0,
goni,5,12,260,133,136,12191,269.0,
kenett,5,12,31,362,440,11887,802.0,
fe,5,12,35,358,0,12327,358.0,
rw,5,13,348,45,347,11980,392.0,
goni,5,13,274,119,148,12179,267.0,
kenett,5,13,28,365,443,11884,808.0,
fe,5,13,37,356,0,12327,356.0,
rw,5,14,354,39,373,11954,412.0,
goni,5,14,284,109,160,12167,269.0,
kenett,5,14,29,364,442,11885,806.0,
fe,5,14,40,353,0,12327,353.0,
rw,5,15,356,37,405,11922,442.0,
goni,5,15,294,99,170,12157,269.0,
kenett,5,15,33,360,438,11889,798.0,
fe,5,15,43,350,0,12327,350.0,
rw,5,16,361,32,425,11902,457.0,
goni,5,16,297,96,183,12144,279.0,
kenett,5,16,33,360,438,11889,798.0,
fe,5,16,46,347,0,12327,347.0,
rw,5,17,365,28,448,11879,476.0,
goni,5,17,307,86,190,12137,276.0,
kenett,5,17,30,363,441,11886,804.0,
fe,5,17,49,344,0,12327,344.0,
rw,5,18,369,24,472,11855,496.0,
goni,5,18,313,80,190,12137,270.0,
kenett,5,18,36,357,435,11892,792.0,
fe,5,18,52,341,0,12327,341.0,
rw,5,19,372,21,496,11831,517.0,
goni,5,19,322,71,193,12134,264.0,
kenett,5,19,228,165,246,12081,411.0,
fe,5,19,54,339,0,12327,339.0,
rw,5,20,374,19,517,11810,536.0,
goni,5,20,327,66,198,12129,264.0,
kenett,5,20,232,161,242,12085,403.0,
fe,5,20,56,337,0,12327,337.0,
rw,5,21,375,18,543,11784,561.0,
goni,5,21,333,60,210,12117,270.0,
kenett,5,21,236,157,238,12089,395.0,
fe,5,21,58,335,0,12327,335.0,
rw,5,22,376,17,566,11761,583.0,
goni,5,22,337,56,218,12109,274.0,
kenett,5,22,240,153,234,12093,387.0,
fe,5,22,61,332,0,12327,332.0,
rw,5,23,380,13,589,11738,602.0,
goni,5,23,337,56,222,12105,278.0,
kenett,5,23,237,156,237,12090,393.0,
fe,5,23,64,329,0,12327,329.0,
rw,5,24,383,10,614,11713,624.0,
goni,5,24,347,46,234,12093,280.0,
kenett,5,24,234,159,240,12087,399.0,
fe,5,24,66,327,0,12327,327.0,
rw,5,25,383,10,636,11691,646.0,
goni,5,25,345,48,248,12079,296.0,
kenett,5,25,240,153,234,12093,387.0,
fe,5,25,67,326,0,12327,326.0,
rw,5,26,385,8,651,11676,659.0,
goni,5,26,348,45,252,12075,297.0,
kenett,5,26,246,147,228,12099,375.0,
fe,5,26,70,323,0,12327,323.0,
rw,5,27,386,7,680,11647,687.0,
goni,5,27,352,41,257,12070,298.0,
kenett,5,27,250,143,224,12103,367.0,
fe,5,27,73,320,0,12327,320.0,
rw,5,28,386,7,702,11625,709.0,
goni,5,28,358,35,269,12058,304.0,
kenett,5,28,249,144,225,12102,369.0,
fe,5,28,76,317,0,12327,317.0,
rw,5,29,387,6,722,11605,728.0,
goni,5,29,359,34,280,12047,314.0,
kenett,5,29,248,145,226,12101,371.0,
fe,5,29,79,314,0,12327,314.0,
rw,5,30,387,6,745,11582,751.0,
goni,5,30,361,32,296,12031,328.0,
kenett,5,30,259,134,215,12112,349.0,
fe,5,30,81,312,0,12327,312.0,
rw,5,31,387,6,765,11562,771.0,
goni,5,31,363,30,310,12017,340.0,
kenett,5,31,265,128,209,12118,337.0,
fe,5,31,83,310,0,12327,310.0,
rw,5,32,388,5,785,11542,790.0,
goni,5,32,367,26,318,12009,344.0,
kenett,5,32,259,134,215,12112,349.0,
fe,5,32,86,307,0,12327,307.0,
rw,5,33,389,4,801,11526,805.0,
goni,5,33,368,25,320,12007,345.0,
kenett,5,33,259,134,215,12112,349.0,
fe,5,33,89,304,0,12327,304.0,
rw,5,34,389,4,817,11510,821.0,
goni,5,34,370,23,322,12005,345.0,
kenett,5,34,265,128,209,12118,337.0,
fe,5,34,92,301,0,12327,301.0,
rw,5,35,391,2,839,11488,841.0,
goni,5,35,368,25,330,11997,355.0,
kenett,5,35,258,135,216,12111,351.0,
fe,5,35,93,300,0,12327,300.0,
rw,5,36,392,1,858,11469,859.0,
goni,5,36,367,26,334,11993,360.0,
kenett,5,36,260,133,214,12113,347.0,
fe,5,36,95,298,0,12327,298.0,
rw,5,37,393,0,874,11453,874.0,
goni,5,37,364,29,347,11980,376.0,
kenett,5,37,264,129,210,12117,339.0,
fe,5,37,95,298,0,12327,298.0,
rw,5,38,393,0,901,11426,901.0,
goni,5,38,363,30,355,11972,385.0,
kenett,5,38,264,129,210,12117,339.0,
fe,5,38,95,298,0,12327,298.0,
rw,5,39,393,0,925,11402,925.0,
goni,5,39,364,29,357,11970,386.0,
kenett,5,39,272,121,202,12125,323.0,
fe,5,39,97,296,0,12327,296.0,
rw,5,40,393,0,944,11383,944.0,
goni,5,40,368,25,360,11967,385.0,
kenett,5,40,270,123,204,12123,327.0,
fe,5,40,99,294,0,12327,294.0,
rw,5,41,393,0,964,11363,964.0,
goni,5,41,369,24,374,11953,398.0,
kenett,5,41,265,128,209,12118,337.0,
fe,5,41,101,292,0,12327,292.0,
rw,5,42,393,0,982,11345,982.0,
goni,5,42,373,20,381,11946,401.0,
kenett,5,42,267,126,207,12120,333.0,
fe,5,42,101,292,0,12327,292.0,
rw,5,43,393,0,1002,11325,1002.0,
goni,5,43,377,16,387,11940,403.0,
kenett,5,43,265,128,209,12118,337.0,
fe,5,43,102,291,0,12327,291.0,
rw,5,44,393,0,1017,11310,1017.0,
goni,5,44,376,17,390,11937,407.0,
kenett,5,44,275,118,199,12128,317.0,
fe,5,44,105,288,0,12327,288.0,
rw,5,45,393,0,1040,11287,1040.0,
goni,5,45,376,17,398,11929,415.0,
kenett,5,45,268,125,206,12121,331.0,
fe,5,45,107,286,0,12327,286.0,
rw,5,46,393,0,1059,11268,1059.0,
goni,5,46,377,16,403,11924,419.0,
kenett,5,46,265,128,209,12118,337.0,
fe,5,46,110,283,0,12327,283.0,
rw,5,47,393,0,1076,11251,1076.0,
goni,5,47,380,13,409,11918,422.0,
kenett,5,47,267,126,207,12120,333.0,
fe,5,47,113,280,0,12327,280.0,
rw,5,48,393,0,1088,11239,1088.0,
goni,5,48,377,16,418,11909,434.0,
kenett,5,48,267,126,207,12120,333.0,
fe,5,48,116,277,0,12327,277.0,
rw,5,49,393,0,1106,11221,1106.0,
goni,5,49,378,15,419,11908,434.0,
kenett,5,49,260,133,214,12113,347.0,
fe,5,49,119,274,0,12327,274.0,
rw,5,50,393,0,1130,11197,1130.0,
goni,5,50,379,14,423,11904,437.0,
kenett,5,50,260,133,214,12113,347.0,
fe,5,50,121,272,0,12327,272.0,
rw,6,1,65,328,31,12296,359.0,
goni,6,1,8,385,0,12327,385.0,
kenett,6,1,10,383,230,12097,613.0,
fe,6,1,3,390,0,12327,390.0,
rw,6,2,122,271,64,12263,335.0,
goni,6,2,24,369,3,12324,372.0,
kenett,6,2,17,376,349,11978,725.0,
fe,6,2,6,387,0,12327,387.0,
rw,6,3,162,231,98,12229,329.0,
goni,6,3,52,341,12,12315,353.0,
kenett,6,3,15,378,411,11916,789.0,
fe,6,3,9,384,0,12327,384.0,
rw,6,4,197,196,134,12193,330.0,
goni,6,4,83,310,26,12301,336.0,
kenett,6,4,20,373,424,11903,797.0,
fe,6,4,12,381,0,12327,381.0,
rw,6,5,230,163,163,12164,326.0,
goni,6,5,114,279,36,12291,315.0,
kenett,6,5,16,377,437,11890,814.0,
fe,6,5,15,378,0,12327,378.0,
rw,6,6,254,139,196,12131,335.0,
goni,6,6,148,245,46,12281,291.0,
kenett,6,6,17,376,445,11882,821.0,
fe,6,6,18,375,0,12327,375.0,
rw,6,7,270,123,223,12104,346.0,
goni,6,7,172,221,66,12261,287.0,
kenett,6,7,13,380,455,11872,835.0,
fe,6,7,21,372,0,12327,372.0,
rw,6,8,287,106,256,12071,362.0,
goni,6,8,190,203,79,12248,282.0,
kenett,6,8,22,371,449,11878,820.0,
fe,6,8,24,369,0,12327,369.0,
rw,6,9,308,85,281,12046,366.0,
goni,6,9,211,182,98,12229,280.0,
kenett,6,9,18,375,453,11874,828.0,
fe,6,9,27,366,0,12327,366.0,
rw,6,10,316,77,301,12026,378.0,
goni,6,10,237,156,103,12224,259.0,
kenett,6,10,186,207,288,12039,495.0,
fe,6,10,30,363,0,12327,363.0,
rw,6,11,329,64,323,12004,387.0,
goni,6,11,246,147,114,12213,261.0,
kenett,6,11,192,201,282,12045,483.0,
fe,6,11,32,361,0,12327,361.0,
rw,6,12,340,53,350,11977,403.0,
goni,6,12,260,133,123,12204,256.0,
kenett,6,12,207,186,267,12060,453.0,
fe,6,12,35,358,0,12327,358.0,
rw,6,13,350,43,373,11954,416.0,
goni,6,13,268,125,126,12201,251.0,
kenett,6,13,193,200,281,12046,481.0,
fe,6,13,38,355,0,12327,355.0,
rw,6,14,352,41,395,11932,436.0,
goni,6,14,278,115,149,12178,264.0,
kenett,6,14,202,191,272,12055,463.0,
fe,6,14,41,352,0,12327,352.0,
rw,6,15,356,37,433,11894,470.0,
goni,6,15,286,107,152,12175,259.0,
kenett,6,15,207,186,267,12060,453.0,
fe,6,15,44,349,0,12327,349.0,
rw,6,16,362,31,459,11868,490.0,
goni,6,16,297,96,167,12160,263.0,
kenett,6,16,207,186,267,12060,453.0,
fe,6,16,47,346,0,12327,346.0,
rw,6,17,365,28,486,11841,514.0,
goni,6,17,303,90,182,12145,272.0,
kenett,6,17,215,178,259,12068,437.0,
fe,6,17,50,343,0,12327,343.0,
rw,6,18,369,24,513,11814,537.0,
goni,6,18,307,86,186,12141,272.0,
kenett,6,18,218,175,256,12071,431.0,
fe,6,18,53,340,0,12327,340.0,
rw,6,19,374,19,538,11789,557.0,
goni,6,19,317,76,200,12127,276.0,
kenett,6,19,220,173,254,12073,427.0,
fe,6,19,54,339,0,12327,339.0,
rw,6,20,378,15,554,11773,569.0,
goni,6,20,329,64,205,12122,269.0,
kenett,6,20,222,171,252,12075,423.0,
fe,6,20,55,338,0,12327,338.0,
rw,6,21,379,14,573,11754,587.0,
goni,6,21,335,58,216,12111,274.0,
kenett,6,21,228,165,246,12081,411.0,
fe,6,21,56,337,0,12327,337.0,
rw,6,22,380,13,592,11735,605.0,
goni,6,22,342,51,223,12104,274.0,
kenett,6,22,233,160,241,12086,401.0,
fe,6,22,59,334,0,12327,334.0,
rw,6,23,383,10,611,11716,621.0,
goni,6,23,344,49,226,12101,275.0,
kenett,6,23,233,160,241,12086,401.0,
fe,6,23,62,331,0,12327,331.0,
rw,6,24,385,8,627,11700,635.0,
goni,6,24,345,48,237,12090,285.0,
kenett,6,24,237,156,237,12090,393.0,
fe,6,24,65,328,0,12327,328.0,
rw,6,25,386,7,649,11678,656.0,
goni,6,25,348,45,241,12086,286.0,
kenett,6,25,242,151,232,12095,383.0,
fe,6,25,67,326,0,12327,326.0,
rw,6,26,386,7,669,11658,676.0,
goni,6,26,351,42,250,12077,292.0,
kenett,6,26,242,151,232,12095,383.0,
fe,6,26,69,324,0,12327,324.0,
rw,6,27,387,6,694,11633,700.0,
goni,6,27,353,40,251,12076,291.0,
kenett,6,27,244,149,230,12097,379.0,
fe,6,27,70,323,0,12327,323.0,
