method,simnum,subjects,hit,miss,fa,cr,cost,startseed
goni,3,31,354,39,294,12033,333,
kenett,3,31,247,146,227,12100,373,
fe,3,31,79,314,0,12327,314,
rw,3,32,390,3,808,11519,811,
goni,3,32,357,36,295,12032,331,
kenett,3,32,248,145,226,12101,371,
fe,3,32,82,311,0,12327,311,
rw,3,33,390,3,824,11503,827,
goni,3,33,360,33,299,12028,332,
kenett,3,33,249,144,225,12102,369,
fe,3,33,85,308,0,12327,308,
rw,3,34,390,3,845,11482,848,
goni,3,34,361,32,312,12015,344,
kenett,3,34,248,145,226,12101,371,
fe,3,34,88,305,0,12327,305,
rw,3,35,390,3,867,11460,870,
goni,3,35,362,31,325,12002,356,
kenett,3,35,253,140,221,12106,361,
fe,3,35,90,303,0,12327,303,
rw,3,36,390,3,888,11439,891,
goni,3,36,362,31,329,11998,360,
kenett,3,36,256,137,218,12109,355,
fe,3,36,93,300,0,12327,300,
rw,3,37,390,3,899,11428,902,
goni,3,37,365,28,339,11988,367,
kenett,3,37,251,142,223,12104,365,
fe,3,37,96,297,0,12327,297,
rw,3,38,390,3,916,11411,919,
goni,3,38,365,28,340,11987,368,
kenett,3,38,259,134,215,12112,349,
fe,3,38,99,294,0,12327,294,
rw,3,39,390,3,930,11397,933,
goni,3,39,368,25,342,11985,367,
kenett,3,39,260,133,214,12113,347,
fe,3,39,101,292,0,12327,292,
rw,3,40,390,3,947,11380,950,
goni,3,40,369,24,349,11978,373,
kenett,3,40,261,132,213,12114,345,
fe,3,40,104,289,0,12327,289,
rw,3,41,390,3,968,11359,971,
goni,3,41,369,24,361,11966,385,
kenett,3,41,262,131,212,12115,343,
fe,3,41,105,288,0,12327,288,
rw,3,42,390,3,985,11342,988,
goni,3,42,368,25,366,11961,391,
kenett,3,42,266,127,208,12119,335,
fe,3,42,107,286,0,12327,286,
rw,3,43,390,3,1008,11319,1011,
goni,3,43,370,23,368,11959,391,
kenett,3,43,269,124,205,12122,329,
fe,3,43,109,284,0,12327,284,
rw,3,44,390,3,1024,11303,1027,
goni,3,44,372,21,374,11953,395,
kenett,3,44,271,122,203,12124,325,
fe,3,44,111,282,0,12327,282,
rw,3,45,390,3,1035,11292,1038,
goni,3,45,372,21,378,11949,399,
kenett,3,45,270,123,204,12123,327,
fe,3,45,113,280,0,12327,280,
rw,3,46,390,3,1055,11272,1058,
goni,3,46,371,22,389,11938,411,
kenett,3,46,270,123,204,12123,327,
fe,3,46,115,278,0,12327,278,
rw,3,47,391,2,1074,11253,1076,
goni,3,47,375,18,391,11936,409,
kenett,3,47,265,128,209,12118,337,
fe,3,47,116,277,0,12327,277,
rw,3,48,391,2,1089,11238,1091,
goni,3,48,375,18,395,11932,413,
kenett,3,48,273,120,201,12126,321,
fe,3,48,118,275,0,12327,275,
rw,3,49,392,1,1107,11220,1108,
goni,3,49,374,19,394,11933,413,
kenett,3,49,272,121,202,12125,323,
fe,3,49,120,273,0,12327,273,
rw,3,50,393,0,1125,11202,1125,
goni,3,50,375,18,405,11922,423,
kenett,3,50,266,127,208,12119,335,
fe,3,50,121,272,0,12327,272,
rw,4,1,69,324,30,12297,354,
goni,4,1,5,388,3,12324,391,
kenett,4,1,9,384,201,12126,585,
fe,4,1,3,390,0,12327,390,
rw,4,2,126,267,51,12276,318,
goni,4,2,33,360,7,12320,367,
kenett,4,2,20,373,298,12029,671,
fe,4,2,6,387,0,12327,387,
rw,4,3,173,220,85,12242,305,
goni,4,3,58,335,11,12316,346,
kenett,4,3,13,380,380,11947,760,
fe,4,3,9,384,0,12327,384,
rw,4,4,206,187,112,12215,299,
goni,4,4,89,304,22,12305,326,
kenett,4,4,14,379,403,11924,782,
fe,4,4,12,381,0,12327,381,
rw,4,5,230,163,143,12184,306,
goni,4,5,117,276,39,12288,315,
kenett,4,5,12,381,411,11916,792,
fe,4,5,13,380,0,12327,380,
rw,4,6,256,137,168,12159,305,
goni,4,6,136,257,46,12281,303,
kenett,4,6,15,378,423,11904,801,
fe,4,6,15,378,0,12327,378,
rw,4,7,274,119,202,12125,321,
goni,4,7,165,228,63,12264,291,
kenett,4,7,13,380,434,11893,814,
fe,4,7,18,375,0,12327,375,
rw,4,8,291,102,221,12106,323,
goni,4,8,180,213,69,12258,282,
kenett,4,8,18,375,441,11886,816,
fe,4,8,21,372,0,12327,372,
rw,4,9,311,82,245,12082,327,
goni,4,9,204,189,84,12243,273,
kenett,4,9,19,374,449,11878,823,
fe,4,9,24,369,0,12327,369,
rw,4,10,322,71,272,12055,343,
goni,4,10,230,163,100,12227,263,
kenett,4,10,29,364,442,11885,806,
fe,4,10,26,367,0,12327,367,
rw,4,11,336,57,302,12025,359,
goni,4,11,234,159,110,12217,269,
kenett,4,11,167,226,307,12020,533,
fe,4,11,29,364,0,12327,364,
rw,4,12,346,47,332,11995,379,
goni,4,12,249,144,126,12201,270,
kenett,4,12,176,217,298,12029,515,
fe,4,12,31,362,0,12327,362,
rw,4,13,357,36,363,11964,399,
goni,4,13,266,127,145,12182,272,
kenett,4,13,189,204,285,12042,489,
fe,4,13,34,359,0,12327,359,
rw,4,14,366,27,385,11942,412,
goni,4,14,285,108,159,12168,267,
kenett,4,14,193,200,281,12046,481,
fe,4,14,36,357,0,12327,357,
rw,4,15,368,25,412,11915,437,
goni,4,15,293,100,161,12166,261,
kenett,4,15,199,194,275,12052,469,
fe,4,15,39,354,0,12327,354,
rw,4,16,373,20,437,11890,457,
goni,4,16,299,94,177,12150,271,
kenett,4,16,204,189,270,12057,459,
fe,4,16,42,351,0,12327,351,
rw,4,17,375,18,454,11873,472,
goni,4,17,307,86,186,12141,272,
kenett,4,17,206,187,268,12059,455,
fe,4,17,44,349,0,12327,349,
rw,4,18,378,15,481,11846,496,
goni,4,18,311,82,191,12136,273,
kenett,4,18,214,179,260,12067,439,
fe,4,18,47,346,0,12327,346,
rw,4,19,378,15,510,11817,525,
goni,4,19,318,75,203,12124,278,
kenett,4,19,218,175,256,12071,431,
fe,4,19,49,344,0,12327,344,
rw,4,20,381,12,528,11799,540,
goni,4,20,322,71,209,12118,280,
kenett,4,20,217,176,257,12070,433,
fe,4,20,52,341,0,12327,341,
rw,4,21,383,10,549,11778,559,
goni,4,21,327,66,216,12111,282,
kenett,4,21,214,179,260,12067,439,
fe,4,21,55,338,0,12327,338,
rw,4,22,383,10,574,11753,584,
goni,4,22,334,59,222,12105,281,
kenett,4,22,223,170,251,12076,421,
fe,4,22,58,335,0,12327,335,
rw,4,23,383,10,598,11729,608,
goni,4,23,336,57,224,12103,281,
kenett,4,23,231,162,243,12084,405,
fe,4,23,60,333,0,12327,333,
rw,4,24,383,10,620,11707,630,
goni,4,24,345,48,225,12102,273,
kenett,4,24,230,163,244,12083,407,
fe,4,24,62,331,0,12327,331,
rw,4,25,384,9,646,11681,655,
goni,4,25,348,45,235,12092,280,
kenett,4,25,236,157,238,12089,395,
fe,4,25,64,329,0,12327,329,
rw,4,26,385,8,659,11668,667,
goni,4,26,353,40,243,12084,283,
kenett,4,26,234,159,240,12087,399,
fe,4,26,65,328,0,12327,328,
rw,4,27,387,6,679,11648,685,
goni,4,27,357,36,254,12073,290,
kenett,4,27,234,159,240,12087,399,
fe,4,27,68,325,0,12327,325,
rw,4,28,387,6,704,11623,710,
goni,4,28,360,33,269,12058,302,
kenett,4,28,235,158,239,12088,397,
fe,4,28,70,323,0,12327,323,
rw,4,29,388,5,721,11606,726,
goni,4,29,362,31,273,12054,304,
kenett,4,29,244,149,230,12097,379,
fe,4,29,73,320,0,12327,320,
rw,4,30,388,5,746,11581,751,
goni,4,30,361,32,280,12047,312,
kenett,4,30,246,147,228,12099,375,
fe,4,30,74,319,0,12327,319,
rw,4,31,388,5,763,11564,768,
goni,4,31,362,31,286,12041,317,
kenett,4,31,241,152,233,12094,385,
fe,4,31,76,317,0,12327,317,
rw,4,32,389,4,781,11546,785,
goni,4,32,364,29,291,12036,320,
kenett,4,32,246,147,228,12099,375,
fe,4,32,78,315,0,12327,315,
rw,4,33,391,2,804,11523,806,
goni,4,33,367,26,295,12032,321,
kenett,4,33,251,142,223,12104,365,
fe,4,33,79,314,0,12327,314,
rw,4,34,392,1,817,11510,818,
goni,4,34,366,27,299,12028,326,
kenett,4,34,245,148,229,12098,377,
fe,4,34,81,312,0,12327,312,
rw,4,35,392,1,844,11483,845,
goni,4,35,370,23,299,12028,322,
kenett,4,35,250,143,224,12103,367,
fe,4,35,83,310,0,12327,310,
rw,4,36,392,1,858,11469,859,
goni,4,36,372,21,305,12022,326,
kenett,4,36,251,142,223,12104,365,
fe,4,36,86,307,0,12327,307,
rw,4,37,392,1,879,11448,880,
goni,4,37,372,21,300,12027,321,
kenett,4,37,256,137,218,12109,355,
fe,4,37,87,306,0,12327,306,
rw,4,38,392,1,893,11434,894,
goni,4,38,376,17,309,12018,326,
kenett,4,38,256,137,218,12109,355,
fe,4,38,90,303,0,12327,303,
rw,4,39,393,0,908,11419,908,
goni,4,39,377,16,314,12013,330,
kenett,4,39,260,133,214,12113,347,
fe,4,39,91,302,0,12327,302,
rw,4,40,393,0,924,11403,924,
goni,4,40,376,17,329,11998,346,
kenett,4,40,261,132,213,12114,345,
fe,4,40,93,300,0,12327,300,
rw,4,41,393,0,950,11377,950,
goni,4,41,378,15,336,11991,351,
kenett,4,41,264,129,210,12117,339,
fe,4,41,95,298,0,12327,298,
rw,4,42,393,0,978,11349,978,
goni,4,42,380,13,353,11974,366,
kenett,4,42,266,127,208,12119,335,
fe,4,42,97,296,0,12327,296,
rw,4,43,393,0,995,11332,995,
goni,4,43,382,11,359,11968,370,
kenett,4,43,263,130,211,12116,341,
fe,4,43,99,294,0,12327,294,
rw,4,44,393,0,1004,11323,1004,
goni,4,44,382,11,371,11956,382,
kenett,4,44,264,129,210,12117,339,
fe,4,44,101,292,0,12327,292,
rw,4,45,393,0,1020,11307,1020,
goni,4,45,382,11,379,11948,390,
kenett,4,45,265,128,209,12118,337,
fe,4,45,102,291,0,12327,291,
rw,4,46,393,0,1038,11289,1038,
goni,4,46,382,11,387,11940,398,
kenett,4,46,271,122,203,12124,325,
fe,4,46,103,290,0,12327,290,
rw,4,47,393,0,1050,11277,1050,
goni,4,47,381,12,384,11943,396,
kenett,4,47,265,128,209,12118,337,
fe,4,47,105,288,0,12327,288,
rw,4,48,393,0,1067,11260,1067,
goni,4,48,385,8,394,11933,402,
kenett,4,48,265,128,209,12118,337,
fe,4,48,106,287,0,12327,287,
rw,4,49,393,0,1089,11238,1089,
goni,4,49,385,8,393,11934,401,
kenett,4,49,270,123,204,12123,327,
fe,4,49,107,286,0,12327,286,
rw,4,50,393,0,1108,11219,1108,
goni,4,50,384,9,393,11934,402,
kenett,4,50,272,121,202,12125,323,
fe,4,50,108,285,0,12327,285,
rw,5,1,67,326,30,12297,356,
goni,5,1,9,384,2,12325,386,
kenett,5,1,11,382,223,12104,605,
fe,5,1,3,390,0,12327,390,
rw,5,2,124,269,58,12269,327,
goni,5,2,32,361,6,12321,367,
kenett,5,2,11,382,343,11984,725,
fe,5,2,6,387,0,12327,387,
rw,5,3,170,223,85,12242,308,
goni,5,3,73,320,17,12310,337,
kenett,5,3,10,383,404,11923,787,
fe,5,3,9,384,0,12327,384,
rw,5,4,208,185,112,12215,297,
goni,5,4,97,296,25,12302,321,
kenett,5,4,17,376,430,11897,806,
fe,5,4,12,381,0,12327,381,
rw,5,5,245,148,142,12185,290,
goni,5,5,130,263,37,12290,300,
kenett,5,5,16,377,440,11887,817,
fe,5,5,15,378,0,12327,378,
rw,5,6,280,113,162,12165,275,
goni,5,6,164,229,50,12277,279,
kenett,5,6,21,372,441,11886,813,
fe,5,6,17,376,0,12327,376,
rw,5,7,294,99,196,12131,295,
goni,5,7,195,198,62,12265,260,
kenett,5,7,21,372,444,11883,816,
fe,5,7,20,373,0,12327,373,
rw,5,8,304,89,219,12108,308,
goni,5,8,205,188,77,12250,265,
kenett,5,8,21,372,444,11883,816,
fe,5,8,23,370,0,12327,370,
rw,5,9,314,79,249,12078,328,
goni,5,9,214,179,94,12233,273,
kenett,5,9,20,373,445,11882,818,
fe,5,9,26,367,0,12327,367,
rw,5,10,320,73,274,12053,347,
goni,5,10,234,159,111,12216,270,
kenett,5,10,22,371,443,11884,814,
fe,5,10,29,364,0,12327,364,
rw,5,11,330,63,299,12028,362,
goni,5,11,246,147,124,12203,271,
kenett,5,11,31,362,440,11887,802,
fe,5,11,32,361,0,12327,361,
rw,5,12,341,52,326,12001,378,
goni,5,12,260,133,136,12191,269,
kenett,5,12,31,362,440,11887,802,
fe,5,12,35,358,0,12327,358,
rw,5,13,348,45,347,11980,392,
goni,5,13,274,119,148,12179,267,
kenett,5,13,28,365,443,11884,808,
fe,5,13,37,356,0,12327,356,
rw,5,14,354,39,373,11954,412,
goni,5,14,284,109,160,12167,269,
kenett,5,14,29,364,442,11885,806,
fe,5,14,40,353,0,12327,353,
rw,5,15,356,37,405,11922,442,
goni,5,15,294,99,170,12157,269,
kenett,5,15,33,360,438,11889,798,
fe,5,15,43,350,0,12327,350,
rw,5,16,361,32,425,11902,457,
goni,5,16,297,96,183,12144,279,
kenett,5,16,33,360,438,11889,798,
fe,5,16,46,347,0,12327,347,
rw,5,17,365,28,448,11879,476,
goni,5,17,307,86,190,12137,276,
kenett,5,17,30,363,441,11886,804,
fe,5,17,49,344,0,12327,344,
rw,5,18,369,24,472,11855,496,
goni,5,18,313,80,190,12137,270,
kenett,5,18,36,357,435,11892,792,
fe,5,18,52,341,0,12327,341,
rw,5,19,372,21,496,11831,517,
goni,5,19,322,71,193,12134,264,
kenett,5,19,228,165,246,12081,411,
fe,5,19,54,339,0,12327,339,
rw,5,20,374,19,517,11810,536,
goni,5,20,327,66,198,12129,264,
kenett,5,20,232,161,242,12085,403,
fe,5,20,56,337,0,12327,337,
rw,5,21,375,18,543,11784,561,
goni,5,21,333,60,210,12117,270,
kenett,5,21,236,157,238,12089,395,
fe,5,21,58,335,0,12327,335,
rw,5,22,376,17,566,11761,583,
goni,5,22,337,56,218,12109,274,
kenett,5,22,240,153,234,12093,387,
fe,5,22,61,332,0,12327,332,
rw,5,23,380,13,589,11738,602,
goni,5,23,337,56,222,12105,278,
kenett,5,23,237,156,237,12090,393,
fe,5,23,64,329,0,12327,329,
rw,5,24,383,10,614,11713,624,
goni,5,24,347,46,234,12093,280,
kenett,5,24,234,159,240,12087,399,
fe,5,24,66,327,0,12327,327,
rw,5,25,383,10,636,11691,646,
goni,5,25,345,48,248,12079,296,
kenett,5,25,240,153,234,12093,387,
fe,5,25,67,326,0,12327,326,
rw,5,26,385,8,651,11676,659,
goni,5,26,348,45,252,12075,297,
kenett,5,26,246,147,228,12099,375,
fe,5,26,70,323,0,12327,323,
rw,5,27,386,7,680,11647,687,
goni,5,27,352,41,257,12070,298,
kenett,5,27,250,143,224,12103,367,
fe,5,27,73,320,0,12327,320,
rw,5,28,386,7,702,11625,709,
goni,5,28,358,35,269,12058,304,
kenett,5,28,249,144,225,12102,369,
fe,5,28,76,317,0,12327,317,
rw,5,29,387,6,722,11605,728,
goni,5,29,359,34,280,12047,314,
kenett,5,29,248,145,226,12101,371,
fe,5,29,79,314,0,12327,314,
rw,5,30,387,6,745,11582,751,
goni,5,30,361,32,296,12031,328,
kenett,5,30,259,134,215,12112,349,
fe,5,30,81,312,0,12327,312,
rw,5,31,387,6,765,11562,771,
goni,5,31,363,30,310,12017,340,
kenett,5,31,265,128,209,12118,337,
fe,5,31,83,310,0,12327,310,
rw,5,32,388,5,785,11542,790,
goni,5,32,367,26,318,12009,344,
kenett,5,32,259,134,215,12112,349,
fe,5,32,86,307,0,12327,307,
rw,5,33,389,4,801,11526,805,
goni,5,33,368,25,320,12007,345,
kenett,5,33,259,134,215,12112,349,
fe,5,33,89,304,0,12327,304,
rw,5,34,389,4,817,11510,821,
goni,5,34,370,23,322,12005,345,
kenett,5,34,265,128,209,12118,337,
fe,5,34,92,301,0,12327,301,
rw,5,35,391,2,839,11488,841,
goni,5,35,368,25,330,11997,355,
kenett,5,35,258,135,216,12111,351,
fe,5,35,93,300,0,12327,300,
rw,5,36,392,1,858,11469,859,
goni,5,36,367,26,334,11993,360,
kenett,5,36,260,133,214,12113,347,
fe,5,36,95,298,0,12327,298,
rw,5,37,393,0,874,11453,874,
goni,5,37,364,29,347,11980,376,
kenett,5,37,264,129,210,12117,339,
fe,5,37,95,298,0,12327,298,
rw,5,38,393,0,901,11426,901,
goni,5,38,363,30,355,11972,385,
kenett,5,38,264,129,210,12117,339,
fe,5,38,95,298,0,12327,298,
rw,5,39,393,0,925,11402,925,
goni,5,39,364,29,357,11970,386,
kenett,5,39,272,121,202,12125,323,
fe,5,39,97,296,0,12327,296,
rw,5,40,393,0,944,11383,944,
goni,5,40,368,25,360,11967,385,
kenett,5,40,270,123,204,12123,327,
fe,5,40,99,294,0,12327,294,
rw,5,41,393,0,964,11363,964,
goni,5,41,369,24,374,11953,398,
kenett,5,41,265,128,209,12118,337,
fe,5,41,101,292,0,12327,292,
rw,5,42,393,0,982,11345,982,
goni,5,42,373,20,381,11946,401,
kenett,5,42,267,126,207,12120,333,
fe,5,42,101,292,0,12327,292,
rw,5,43,393,0,1002,11325,1002,
goni,5,43,377,16,387,11940,403,
kenett,5,43,265,128,209,12118,337,
fe,5,43,102,291,0,12327,291,
rw,5,44,393,0,1017,11310,1017,
goni,5,44,376,17,390,11937,407,
kenett,5,44,275,118,199,12128,317,
fe,5,44,105,288,0,12327,288,
rw,5,45,393,0,1040,11287,1040,
goni,5,45,376,17,398,11929,415,
kenett,5,45,268,125,206,12121,331,
fe,5,45,107,286,0,12327,286,
rw,5,46,393,0,1059,11268,1059,
goni,5,46,377,16,403,11924,419,
kenett,5,46,265,128,209,12118,337,
fe,5,46,110,283,0,12327,283,
rw,5,47,393,0,1076,11251,1076,
goni,5,47,380,13,409,11918,422,
kenett,5,47,267,126,207,12120,333,
fe,5,47,113,280,0,12327,280,
rw,5,48,393,0,1088,11239,1088,
goni,5,48,377,16,418,11909,434,
kenett,5,48,267,126,207,12120,333,
fe,5,48,116,277,0,12327,277,
rw,5,49,393,0,1106,11221,1106,
goni,5,49,378,15,419,11908,434,
kenett,5,49,260,133,214,12113,347,
fe,5,49,119,274,0,12327,274,
rw,5,50,393,0,1130,11197,1130,
goni,5,50,379,14,423,11904,437,
kenett,5,50,260,133,214,12113,347,
fe,5,50,121,272,0,12327,272,
rw,6,1,65,328,31,12296,359,
goni,6,1,8,385,0,12327,385,
kenett,6,1,10,383,230,12097,613,
fe,6,1,3,390,0,12327,390,
rw,6,2,122,271,64,12263,335,
goni,6,2,24,369,3,12324,372,
kenett,6,2,17,376,349,11978,725,
fe,6,2,6,387,0,12327,387,
rw,6,3,162,231,98,12229,329,
goni,6,3,52,341,12,12315,353,
kenett,6,3,15,378,411,11916,789,
fe,6,3,9,384,0,12327,384,
rw,6,4,197,196,134,12193,330,
goni,6,4,83,310,26,12301,336,
kenett,6,4,20,373,424,11903,797,
fe,6,4,12,381,0,12327,381,
rw,6,5,230,163,163,12164,326,
goni,6,5,114,279,36,12291,315,
kenett,6,5,16,377,437,11890,814,
fe,6,5,15,378,0,12327,378,
rw,6,6,254,139,196,12131,335,
goni,6,6,148,245,46,12281,291,
kenett,6,6,17,376,445,11882,821,
fe,6,6,18,375,0,12327,375,
rw,6,7,270,123,223,12104,346,
goni,6,7,172,221,66,12261,287,
kenett,6,7,13,380,455,11872,835,
fe,6,7,21,372,0,12327,372,
rw,6,8,287,106,256,12071,362,
goni,6,8,190,203,79,12248,282,
kenett,6,8,22,371,449,11878,820,
fe,6,8,24,369,0,12327,369,
rw,6,9,308,85,281,12046,366,
goni,6,9,211,182,98,12229,280,
kenett,6,9,18,375,453,11874,828,
fe,6,9,27,366,0,12327,366,
rw,6,10,316,77,301,12026,378,
goni,6,10,237,156,103,12224,259,
kenett,6,10,186,207,288,12039,495,
fe,6,10,30,363,0,12327,363,
rw,6,11,329,64,323,12004,387,
goni,6,11,246,147,114,12213,261,
kenett,6,11,192,201,282,12045,483,
fe,6,11,32,361,0,12327,361,
rw,6,12,340,53,350,11977,403,
goni,6,12,260,133,123,12204,256,
kenett,6,12,207,186,267,12060,453,
fe,6,12,35,358,0,12327,358,
rw,6,13,350,43,373,11954,416,
goni,6,13,268,125,126,12201,251,
kenett,6,13,193,200,281,12046,481,
fe,6,13,38,355,0,12327,355,
rw,6,14,352,41,395,11932,436,
goni,6,14,278,115,149,12178,264,
kenett,6,14,202,191,272,12055,463,
fe,6,14,41,352,0,12327,352,
rw,6,15,356,37,433,11894,470,
goni,6,15,286,107,152,12175,259,
kenett,6,15,207,186,267,12060,453,
fe,6,15,44,349,0,12327,349,
rw,6,16,362,31,459,11868,490,
goni,6,16,297,96,167,12160,263,
kenett,6,16,207,186,267,12060,453,
fe,6,16,47,346,0,12327,346,
rw,6,17,365,28,486,11841,514,
goni,6,17,303,90,182,12145,272,
kenett,6,17,215,178,259,12068,437,
fe,6,17,50,343,0,12327,343,
rw,6,18,369,24,513,11814,537,
goni,6,18,307,86,186,12141,272,
kenett,6,18,218,175,256,12071,431,
fe,6,18,53,340,0,12327,340,
rw,6,19,374,19,538,11789,557,
goni,6,19,317,76,200,12127,276,
kenett,6,19,220,173,254,12073,427,
fe,6,19,54,339,0,12327,339,
rw,6,20,378,15,554,11773,569,
goni,6,20,329,64,205,12122,269,
kenett,6,20,222,171,252,12075,423,
fe,6,20,55,338,0,12327,338,
rw,6,21,379,14,573,11754,587,
goni,6,21,335,58,216,12111,274,
kenett,6,21,228,165,246,12081,411,
fe,6,21,56,337,0,12327,337,
rw,6,22,380,13,592,11735,605,
goni,6,22,342,51,223,12104,274,
kenett,6,22,233,160,241,12086,401,
fe,6,22,59,334,0,12327,334,
rw,6,23,383,10,611,11716,621,
goni,6,23,344,49,226,12101,275,
kenett,6,23,233,160,241,12086,401,
fe,6,23,62,331,0,12327,331,
rw,6,24,385,8,627,11700,635,
goni,6,24,345,48,237,12090,285,
kenett,6,24,237,156,237,12090,393,
fe,6,24,65,328,0,12327,328,
rw,6,25,386,7,649,11678,656,
goni,6,25,348,45,241,12086,286,
kenett,6,25,242,151,232,12095,383,
fe,6,25,67,326,0,12327,326,
rw,6,26,386,7,669,11658,676,
goni,6,26,351,42,250,12077,292,
kenett,6,26,242,151,232,12095,383,
fe,6,26,69,324,0,12327,324,
rw,6,27,387,6,694,11633,700,
goni,6,27,353,40,251,12076,291,
kenett,6,27,244,149,230,12097,379,
fe,6,27,70,323,0,12327,323,
rw,6,28,388,5,718,11609,723,
goni,6,28,358,35,259,12068,294,
kenett,6,28,247,146,227,12100,373,
fe,6,28,73,320,0,12327,320,
rw,6,29,390,3,735,11592,738,
goni,6,29,359,34,268,12059,302,
kenett,6,29,254,139,220,12107,359,
fe,6,29,76,317,0,12327,317,
rw,6,30,391,2,760,11567,762,
goni,6,30,359,34,281,12046,315,
kenett,6,30,256,137,218,12109,355,
fe,6,30,77,316,0,12327,316,
rw,6,31,391,2,778,11549,780,
goni,6,31,361,32,281,12046,313,
kenett,6,31,259,134,215,12112,349,
fe,6,31,79,314,0,12327,314,
rw,6,32,391,2,798,11529,800,
goni,6,32,363,30,287,12040,317,
kenett,6,32,253,140,221,12106,361,
fe,6,32,80,313,0,12327,313,
rw,6,33,391,2,816,11511,818,
goni,6,33,367,26,298,12029,324,
kenett,6,33,254,139,220,12107,359,
fe,6,33,83,310,0,12327,310,
rw,6,34,391,2,829,11498,831,
goni,6,34,366,27,312,12015,339,
kenett,6,34,260,133,214,12113,347,
fe,6,34,84,309,0,12327,309,
rw,6,35,391,2,840,11487,842,
goni,6,35,369,24,317,12010,341,
kenett,6,35,255,138,219,12108,357,
fe,6,35,87,306,0,12327,306,
rw,6,36,391,2,855,11472,857,
goni,6,36,373,20,329,11998,349,
kenett,6,36,268,125,206,12121,331,
fe,6,36,89,304,0,12327,304,
rw,6,37,391,2,873,11454,875,
goni,6,37,372,21,329,11998,350,
kenett,6,37,262,131,212,12115,343,
fe,6,37,92,301,0,12327,301,
rw,6,38,391,2,896,11431,898,
goni,6,38,371,22,334,11993,356,
kenett,6,38,264,129,210,12117,339,
fe,6,38,94,299,0,12327,299,
rw,6,39,392,1,918,11409,919,
goni,6,39,373,20,344,11983,364,
kenett,6,39,258,135,216,12111,351,
fe,6,39,97,296,0,12327,296,
rw,6,40,392,1,934,11393,935,
goni,6,40,377,16,360,11967,376,
kenett,6,40,257,136,217,12110,353,
fe,6,40,99,294,0,12327,294,
rw,6,41,392,1,951,11376,952,
goni,6,41,380,13,358,11969,371,
kenett,6,41,257,136,217,12110,353,
fe,6,41,102,291,0,12327,291,
rw,6,42,392,1,967,11360,968,
goni,6,42,381,12,372,11955,384,
kenett,6,42,262,131,212,12115,343,
fe,6,42,105,288,0,12327,288,
rw,6,43,392,1,978,11349,979,
goni,6,43,382,11,377,11950,388,
kenett,6,43,266,127,208,12119,335,
fe,6,43,107,286,0,12327,286,
rw,6,44,392,1,994,11333,995,
goni,6,44,383,10,384,11943,394,
kenett,6,44,259,134,215,12112,349,
fe,6,44,109,284,0,12327,284,
rw,6,45,392,1,1008,11319,1009,
goni,6,45,383,10,388,11939,398,
kenett,6,45,267,126,207,12120,333,
fe,6,45,111,282,0,12327,282,
rw,6,46,392,1,1031,11296,1032,
goni,6,46,384,9,395,11932,404,
kenett,6,46,271,122,203,12124,325,
fe,6,46,113,280,0,12327,280,
rw,6,47,392,1,1048,11279,1049,
goni,6,47,384,9,398,11929,407,
kenett,6,47,268,125,206,12121,331,
fe,6,47,115,278,0,12327,278,
rw,6,48,393,0,1067,11260,1067,
goni,6,48,384,9,402,11925,411,
kenett,6,48,271,122,203,12124,325,
fe,6,48,118,275,0,12327,275,
rw,6,49,393,0,1088,11239,1088,
goni,6,49,386,7,409,11918,416,
kenett,6,49,272,121,202,12125,323,
fe,6,49,120,273,0,12327,273,
rw,6,50,393,0,1105,11222,1105,
goni,6,50,386,7,412,11915,419,
kenett,6,50,273,120,201,12126,321,
fe,6,50,123,270,0,12327,270,
rw,7,1,67,326,31,12296,357,
goni,7,1,7,386,1,12326,387,
kenett,7,1,10,383,218,12109,601,
fe,7,1,3,390,0,12327,390,
rw,7,2,120,273,57,12270,330,
goni,7,2,34,359,6,12321,365,
