word,freq
attractiveness,0.18
attractor,0.08
attributable,0.1
attribute,0.88
attribution,0.08
attributive,#N/A
attrition,0.18
attune,0.02
attunement,0.02
atypical,0.37
auburn,0.57
auction,8.9
auctioneer,0.47
audacious,0.51
audacity,0.94
audible,0.71
audience,25.37
audio,5.57
audiologist,0.06
audiology,0.04
audiophile,0.02
audiotape,0.18
audiovisual,0.22
audit,1.12
audition,13.82
auditor,0.47
auditorium,1.57
auditory,0.53
auger,0.22
augment,0.37
augmentation,0.18
augur,0.02
augury,0.08
august,10.2
aunt,55.2
auntie,7.86
aura,1.82
aural,0.08
aureole,0.04
auricle,0.02
auricular,0.02
auriferous,#N/A
aurora,2.45
auscultation,0.04
auspices,0.12
auspicious,0.51
austere,0.22
austerity,0.1
austral,0.04
australopithecine,0.04
auteur,0.1
authentic,4.51
authenticate,0.61
authentication,0.27
authenticator,0.12
authenticity,1.16
author,7.94
authoress,0.08
authorial,0.02
authoritarian,0.06
authoritarianism,0.02
authoritative,0.2
authority,21.22
authorization,3.61
authorize,2.06
authorship,0.1
autism,0.71
autistic,1.14
auto,7.67
autobiographer,0.02
autobiographical,0.43
autobiography,0.8
autobus,0.04
autoclave,0.08
autocracy,0.04
autocrat,0.02
autocratic,0.08
autodidactic,0.02
autoerotic,0.04
autogenesis,0.04
autogiro,0.02
autograph,8.16
autographed,1.18
autohypnosis,0.04
autoimmune,0.18
autolysis,0.02
automaker,0.02
automat,0.37
automate,0.08
automated,1.43
automatic,6.98
automation,0.18
automatism,0.02
automaton,0.22
automobile,5.71
automotive,0.65
autonomic,0.18
autonomous,0.22
autonomy,0.53
autopilot,1
autopsy,9.59
autosuggestion,0.02
autumn,3.78
autumnal,0.16
auxiliary,2.14
avail,0.84
availability,0.59
available,25.94
avalanche,3.39
avarice,0.49
avaricious,0.08
avariciousness,0.02
avast,0.39
avatar,0.27
ave,1.39
avenge,3.02
avenger,2.35
avenging,0.45
avenue,16.88
aver,0.08
average,16.65
averse,0.29
aversion,1.33
avert,0.59
avian,0.08
aviary,0.16
aviation,1.43
aviator,0.55
aviatrix,0.02
avid,0.49
avionics,0.25
avocado,1.22
avocation,0.18
avoid,24.29
avoidable,0.04
avoidance,0.51
avoidant,0.02
avoider,0.04
avouch,0.02
avow,0.04
avowal,#N/A
avulsion,0.04
avuncular,0.12
await,3.55
awake,26.71
awaken,2.45
awakener,0.02
awakening,1.24
award,12.88
aware,35.65
awareness,2.25
awash,0.31
away,730.9
awe,2.63
awed,0.12
aweigh,0.27
aweless,0.02
awesome,31.37
awesomeness,0.14
awestruck,0.06
awful,63.41
awfulness,0.1
awhile,9.47
awkward,14.31
awkwardness,0.63
awl,0.04
awn,0.02
awning,0.47
awry,0.55
ax,4.33
axe,4.88
axial,0.14
axiom,0.14
axiomatic,0.04
axis,1.59
axle,1.24
axon,0.04
axonal,0.02
ayatollah,0.25
aye,43.84
azalea,0.12
azimuth,0.29
azure,0.29
babble,0.86
babe,35.57
baboon,1.71
babushka,0.1
baby,509.37
babycarriage,#N/A
babyhood,0.02
babyish,0.1
babysit,2.04
babysitter,4.63
baccalaureate,0.02
baccarat,0.76
bacchanal,0.16
bacchanalia,0.04
bachelor,9.88
bachelorette,1.61
bachelorhood,0.22
bacillary,#N/A
bacillus,0.02
back,2009.16
backache,0.25
backbeat,0.08
backbencher,0.02
backbend,0.04
backbiter,0.02
backbiting,0.1
backboard,0.47
backbone,1.65
backbreaker,0.02
backchat,0.02
backcountry,0.29
backcourt,0.1
backdoor,0.59
backdrop,0.47
backer,1.06
backfield,0.31
backfire,0.86
backflow,0.02
backgammon,0.73
background,17.63
backgrounder,0.02
backhand,0.73
backhanded,0.14
backhoe,0.25
backlash,0.14
backless,0.29
backlit,0.08
backlog,0.33
backpack,3.65
backpacker,0.04
backpedal,0.04
backplane,0.02
backrest,0.02
backroom,0.51
backscatter,0.02
backscratcher,0.1
backseat,2.29
backside,1.67
backslapper,0.02
backslash,0.08
backslid,0.06
backslide,0.02
backspin,0.1
backstab,0.1
backstabber,0.14
backstage,5.12
backstairs,0.2
backstop,0.22
backstreet,0.27
backstretch,0.31
backstroke,0.27
backswing,0.24
backtalk,0.06
backtrack,0.75
backup,16.9
backward,3.12
backwardness,0.02
backwards,13.08
backwash,0.27
backwater,0.61
backwoods,0.53
backyard,7.24
bacon,11.86
bacteria,3.04
bacterial,0.73
bacteriological,0.06
bacterium,0.18
bad,545.18
badass,1.47
baddie,0.02
baddy,0.1
badge,15.25
badger,1.75
badinage,0.06
badly,26.2
badminton,0.37
badmouth,0.24
badness,0.57
baffle,0.16
baffling,0.29
bag,94.04
bagatelle,0.04
bagel,3.06
bagful,0.1
baggage,6.24
baggie,0.41
baggy,0.94
bagman,0.57
bagpipe,0.29
bagpiper,0.02
baguette,0.27
bail,17.35
bailer,0.18
bailiff,2.16
bailiwick,0.1
bairn,0.24
bait,9.73
baits,0.18
bake,6.33
baker,13.69
bakery,3.51
bakeshop,0.04
baklava,0.29
balaclava,0.04
balalaika,0.1
balance,14.98
balanced,2.37
balancer,0.04
balcony,7.31
bald,9.73
baldachin,#N/A
baldhead,0.04
balding,0.55
baldness,0.24
baldy,1.1
bale,2.04
baleen,0.02
baleful,0.1
baler,0.02
balk,0.06
ball,104.96
ballad,1.41
ballade,0.04
balladeer,0.06
ballast,1.18
ballerina,2.31
ballet,10.25
balletic,0.06
ballgame,1.02
ballista,0.04
ballistic,1.16
ballistics,2.35
balloon,8.67
balloonist,0.06
ballot,1.35
balloting,0.08
ballpark,1.75
ballplayer,0.63
ballpoint,0.39
ballroom,4.31
ballsy,0.39
ballyhoo,0.1
balm,0.59
balmy,0.57
balsa,0.12
balsam,0.16
balsamic,0.16
balsawood,0.02
bam,7.08
bamboo,1.57
bamboozle,0.06
bamboozled,0.31
ban,3.14
banal,0.27
banality,0.2
banana,10.73
band,53.41
bandage,2.86
bandaid,#N/A
bandanna,0.41
bandbox,0.06
bandicoot,0.08
bandit,3.75
banditry,0.02
banditti,#N/A
bandleader,0.33
bandmaster,0.02
bandoleer,0.06
bandstand,0.8
bandwagon,0.47
bandwidth,0.49
bandy,0.35
bane,1.84
baneful,0.02
bang,19.98
banger,0.69
bangle,0.1
bangtail,0.06
banish,1.35
banishment,0.2
banister,1.31
banjo,1.63
bank,84.98
bankable,0.16
bankbook,0.16
banker,4.76
banking,2.98
banknote,0.12
bankroll,1.1
bankrupt,2.8
bankruptcy,2.37
banner,5.92
bannister,4.29
bannock,0.57
banns,0.14
banquet,5.16
banquette,0.02
banshee,1.12
bantam,0.08
bantamweight,0.06
banter,1.37
bantling,#N/A
banyan,0.24
banzai,1.55
baobab,0.08
bap,0.16
baptism,1.2
baptismal,0.12
baptize,0.73
baptizer,0.02
bar,85.98
barb,2.31
barbarian,1.8
barbaric,1.41
barbarism,0.29
barbarity,0.06
barbarous,0.22
barbecue,8.94
barbed,1.31
barbedwire,#N/A
barbell,0.35
barber,5.47
barbershop,2.12
barbet,0.04
barbican,0.04
barbiturate,0.04
barbwire,0.04
bard,0.8
bare,8.33
barebacked,0.08
barefaced,0.08
barefoot,2.37
barefooted,0.18
barely,29.06
barf,1.96
bargain,12
bargainer,0.04
bargaining,2.08
barge,3.88
barista,0.08
barite,0.02
baritone,0.41
barium,0.45
bark,5.49
barkeep,0.98
barkeeper,0.06
barley,0.9
barleycorn,0.02
barmaid,0.69
barman,0.55
barmy,0.18
barn,13.59
barnacle,0.63
barnstorm,0.02
barnstormer,0.04
barnyard,0.88
barometer,0.71
barometric,0.24
baron,13.47
baroness,2.63
baronet,0.22
baronial,0.06
barony,0.04
baroque,0.31
barouche,0.1
barrack,0.35
barracuda,0.69
barrage,1.04
barratry,0.02
barrel,10.63
barrelful,0.14
barrelhead,0.31
barrelhouse,0.08
barren,1.47
barrenness,0.06
barrette,0.16
barricade,1.47
barrier,3.39
barrister,0.8
barroom,0.55
barstool,0.27
bartend,0.08
bartender,9.76
barter,0.9
bas,0.18
basal,0.29
basalt,0.22
base,35.37
baseball,25.25
baseboard,0.18
baseless,0.33
baseline,0.75
baseman,0.59
basement,21.06
baseness,0.04
bash,3.27
basher,0.31
bashful,1.24
bashfulness,0.02
basic,15.57
basics,2.24
basil,1.35
basilar,0.27
basilica,0.18
basilisk,0.2
basin,1.88
basis,11.94
bask,0.57
basket,13.18
basketball,21.39
basketful,0.12
basophilic,0.02
bass,7.55
basset,0.25
bassinet,0.35
bassist,0.12
basso,0.12
bassoon,0.31
bastard,65.65
bastardize,0.02
baste,0.35
bastinado,0.02
bastion,0.35
bat,20.63
batboy,0.12
batch,4.16
bated,0.08
bath,31.12
bathe,2.51
bather,0.06
bathhouse,0.51
bathing,7.43
bathmat,0.25
bathrobe,1.67
bathroom,61.67
bathtub,6.1
bathwater,0.18
bathysphere,0.1
batik,0.1
baton,2.84
batsman,0.04
battalion,5.84
batten,0.43
batter,3.98
battered,1.12
battering,0.55
battery,12.41
battle,42.25
battleaxe,0.02
battledress,0.04
battlefield,3.24
battlefront,0.08
battleground,0.47
battlement,0.16
battlements,0.39
battler,0.08
battleship,1.71
battlewagon,0.04
batty,0.69
batwing,0.04
bauble,0.43
baud,0.02
bauxite,0.06
bawd,0.16
bawdy,0.18
bawl,0.55
bay,24.24
bayberry,0.06
bayonet,1.57
bayou,1.33
bayous,0.08
bazaar,1.14
bazooka,0.9
be,5746.76
beach,56.63
beachball,#N/A
beachcomber,0.16
beachfront,0.35
beachhead,0.63
beachside,0.02
beachwear,0.04
beacon,3.86
bead,1.12
beaded,0.22
beadwork,0.04
beady,0.71
beagle,1.25
beak,2.1
beaker,0.43
beam,8.73
beamer,0.31
beamish,0.08
bean,6.84
beanbag,0.51
beanery,0.1
beanie,1.53
beanpole,0.2
beanstalk,0.35
bear,57.41
bearable,0.67
beard,12.61
bearded,1.27
beardless,0.16
beardy,0.02
bearer,1.8
bearings,1.67
bearish,0.04
bearlike,0.02
bearskin,0.41
beast,24.55
beastliness,0.02
beastly,0.67
beat,131.69
beatable,0.04
beater,0.71
beatific,0.06
beatnik,0.63
beau,5.84
beauteous,0.27
beautician,0.22
beautification,0.14
beautiful,279.73
beautify,0.16
beauty,48.24
beaver,4.82
beaverboard,0.02
bebop,0.41
becalmed,0.1
because,1071.02
beck,3.82
beckon,0.2
becloud,0.02
become,115.57
bed,187.12
bedbug,0.29
bedchamber,0.24
bedclothes,0.18
bedding,0.75
bedfellow,0.14
bedim,0.02
bedlam,1.22
bedlamite,0.04
bedmate,0.02
bedpan,0.94
bedpost,0.31
bedridden,0.33
bedrock,0.31
bedroll,0.16
bedroom,36.71
bedside,1.92
bedsit,0.02
bedsore,0.08
bedspread,0.45
bedspring,0.02
bedstead,0.1
bedtime,6.2
bee,10.35
beech,0.35
beef,19.71
beefalo,0.02
beefsteak,0.73
beefy,0.31
beehive,0.86
beekeeper,0.18
beekeeping,0.04
beeline,0.16
beep,6.51
beeper,2.82
beer,75.49
beerhouse,0.02
beeswax,0.45
beet,0.27
beetle,2.06
beetroot,0.08
befall,0.59
before,794.14
befoul,0.04
befriend,0.43
befuddled,0.16
beg,50.98
beget,0.31
beggar,2.47
beggary,0.02
begin,56.98
beginner,1.94
beginning,63.12
begonia,0.08
begrudge,0.47
beguile,0.2
beguilement,0.02
beguiling,0.16
beguine,0.25
behalf,12.16
behave,16.24
behavior,22.39
behavioral,1.55
behaviorist,0.02
behead,0.18
behemoth,0.2
behest,0.37
behind,187.86
behold,5.94
beholden,0.61
beholder,0.29
behoove,0.29
behooved,0.04
beige,1.35
being,485.9
belabor,0.06
belated,0.43
belay,0.65
belch,0.73
beldame,0.04
beleaguer,#N/A
beleaguered,0.22
belfry,0.25
belie,0.18
belief,7.61
believability,0.08
believable,1.41
believe,625.14
believer,3.41
belike,0.14
belittle,0.73
bell,39.33
belladonna,0.22
bellboy,1.24
belle,8.1
bellhop,0.67
bellicose,0.08
belligerence,0.02
belligerency,0.06
belligerent,0.65
bellman,1.08
bellow,0.45
bellows,0.8
belly,15.57
bellyache,0.29
bellyband,0.04
bellybutton,0.65
bellyful,0.59
belong,44.37
belongings,3.02
beloved,12.76
below,28.04
belt,24.35
belter,0.04
beltless,0.04
beltline,0.02
beltway,0.25
beluga,0.55
bemoan,0.02
bemused,0.06
bemusement,0.04
bench,9.67
benchmark,0.06
benchmarking,0.06
benchwarmer,0.2
bend,15.06
bended,0.24
bendy,0.22
beneath,11.63
benediction,0.25
benefaction,0.02
benefactor,1.69
benefactress,0.06
beneficent,0.1
beneficial,0.78
beneficiary,1.35
benefit,14.35
benevolence,0.41
benevolent,0.73
bengaline,0.02
benighted,0.1
benign,1.14
benison,0.02
benthic,0.27
bentwood,0.02
benzene,0.43
benzoate,0.02
bequeath,0.84
bequest,0.2
berate,0.25
bereaved,0.45
bereavement,0.45
bereft,0.29
beret,0.94
beriberi,0.12
berkelium,0.02
berretta,0.04
berry,3.49
berserk,1.37
berserker,0.2
berth,0.78
beryllium,0.49
beseech,1.55
beset,0.27
beside,15.18
besiege,0.27
besieger,#N/A
besmirch,0.29
besom,#N/A
bespeak,0.14
bespectacled,0.02
best,404.37
bestial,0.14
bestiality,0.35
bestow,1.1
bestowment,0.02
bestride,0.02
bestseller,0.69
bestselling,0.08
bet,171.82
beta,3.43
betake,0.02
bethink,0.08
betide,0.18
betoken,0.08
betray,9.14
betrayal,4.24
betrayer,0.37
betroth,0.04
betrothal,0.22
better,794
betterment,0.25
betterness,#N/A
bettor,0.51
between,175.14
betweens,0.02
beverage,2.33
bevy,0.2
beware,5.73
bewilder,0.04
bewildered,1.02
bewildering,0.22
bewilderment,0.08
bewitch,0.12
bewitcher,0.02
bewitchment,0.04
beyond,43.14
bezant,0.02
bezel,0.02
bezique,0.06
biannual,0.14
bias,1.61
biased,0.92
biathlon,0.14
bib,0.49
bible,18.33
biblical,2.24
bibliography,0.06
bibliomania,0.02
bibulous,#N/A
bicarbonate,0.73
bicentennial,0.43
bicep,0.31
biceps,0.94
bicker,0.49
biconvex,0.02
bicultural,0.02
bicuspid,0.1
bicycle,6.61
bid,12.59
bidder,1.73
bidding,4.59
biddy,0.24
bide,0.55
bidet,0.35
biennial,0.02
bier,0.04
biff,2.94
bifocal,0.02
bifocals,0.18
bifurcate,0.04
bifurcation,0.02
big,682.82
bigamist,0.29
bigamous,0.02
bigamy,0.51
biggie,2.06
biggish,0.02
bigheaded,0.06
bighearted,0.1
bighorn,0.47
bight,0.14
bigmouth,0.53
bigness,0.12
bigot,0.61
bigoted,0.2
bigotry,0.67
bigwig,0.2
bijou,1.82
bike,25.88
biker,1.55
bikini,3.69
bilateral,0.59
bilberry,0.02
bile,0.78
bilge,1.1
bilingual,0.37
bilious,0.27
bilk,0.1
bill,118.45
billable,0.06
billabong,0.02
billboard,1.35
billet,0.33
billeting,0.14
billfold,0.24
billiard,0.82
billiards,0.65
billing,1.98
billion,11.14
billionaire,1.92
billionth,0.08
billon,0.02
billow,0.1
billowy,0.06
bimanual,0.02
bimbo,2.1
bimodal,0.02
bin,5.37
binary,0.75
bind,3.35
binder,0.76
binding,2.18
bindle,0.22
binge,0.92
bingo,12.55
binman,#N/A
binnacle,0.02
binocular,0.02
binoculars,1.57
binomial,0.04
bio,1.73
bioassay,0.04
biochemical,0.75
biochemist,0.41
biochemistry,0.57
biodegradable,0.2
biodiversity,0.04
bioelectric,0.02
bioelectrical,0.02
bioelectricity,0.02
biofeedback,0.1
biogenetic,0.08
biogenetics,0.08
biogenic,0.04
biographer,0.43
biographical,0.24
biography,1.47
biohazard,0.2
biologic,0.14
biological,5.88
biologist,1.25
biology,4.9
bioluminescence,0.06
bioluminescent,0.06
biomass,0.02
biomechanical,0.1
biomedical,0.08
biometric,0.31
biometrics,0.06
biomorphic,0.02
bionic,0.59
biophysical,0.04
biophysicist,0.02
biophysics,0.04
biopic,0.04
biopsy,1.55
biorhythm,0.04
biosphere,0.1
biosynthesis,0.18
biotech,0.31
biotechnology,0.16
biparental,#N/A
bipartisan,0.08
biped,0.2
bipedal,0.18
biplane,0.04
bipolar,0.82
biracial,0.18
birch,1.55
bird,45.45
birdbath,0.2
birdbrain,0.24
birdcage,0.47
birdhouse,0.25
birdie,4.96
birdman,0.86
birdseed,0.35
birdshot,0.12
birdsong,0.24
birefringence,0.02
biretta,#N/A
birth,27.55
birthday,97.22
birthing,0.55
birthmark,1.67
birthplace,0.8
birthrate,0.02
birthright,0.9
birthstone,0.12
biscuit,3.75
bisect,0.04
bisection,0.02
bisexual,1.06
bisexuality,0.04
bishop,16.76
bison,0.33
bisque,0.39
bistro,0.9
bit,235.04
bitch,168.8
bitchery,0.06
bitchiness,0.02
bitchy,1.25
bite,40.78
biter,0.57
bitsy,0.88
bitter,11.14
bittern,0.04
bitterness,1.41
bittersweet,0.45
bitty,1.78
bitumen,0.04
bituminous,0.02
bivouac,0.2
biz,1.86
bizarre,7.29
blab,0.57
blabber,0.16
blabbermouth,0.55
black,167.94
blackball,0.16
blackberry,0.75
blackbird,0.82
blackboard,1.18
blackcurrant,0.02
blacken,0.39
blackened,0.31
blackface,0.45
blackfish,0.02
blackguard,0.35
blackhead,0.08
blackjack,4.08
blacklist,0.47
blackmail,7.73
blackmailer,1.06
blackness,0.88
blackout,4.41
blacksmith,2.1
blacksnake,0.04
blacktop,0.31
bladder,3.96
blade,13
bladed,0.12
blah,13.45
blain,0.2
blame,58.78
blameful,0.02
blameless,0.41
blamer,0.02
blanch,0.25
blancmange,0.06
bland,1.08
blandish,0.02
blandishments,0.02
blandness,0.1
blank,9.71
blanket,12.98
blankness,0.02
blare,0.39
blarney,0.31
blase,0.02
blaspheme,0.27
blasphemer,0.27
blasphemous,0.43
blasphemy,1.47
blast,16.18
blaster,1.02
blastoff,0.63
blat,0.06
blatant,1.14
blather,0.27
blaze,2.1
blazer,1.22
blazon,0.02
bleach,2.31
bleak,1.08
bleakness,0.02
bleary,0.04
bleat,0.12
bleed,10.1
bleeder,1.18
bleep,2.67
blemish,0.59
blench,#N/A
blend,4.27
blender,1.67
bless,35.06
blessed,13.8
blessedness,0.08
blessing,9.71
blessings,4.04
bleu,0.69
blight,0.57
blighter,0.33
blimp,1.04
blind,45.82
blindfold,1.73
blinding,1.47
blindness,1.31
blindside,0.08
blindworm,0.04
blink,5.06
blinker,0.24
blintz,0.08
blip,0.8
bliss,3.14
blissful,0.53
blister,0.94
blistering,0.47
blithe,0.22
blithering,0.35
blitz,1.25
blitzkrieg,0.31
blizzard,1.94
bloat,0.51
bloated,1.69
bloater,0.04
blob,1.18
blobby,0.1
block,40.53
blockade,1.53
blockage,0.67
blockbuster,1.06
blocker,0.35
blockhead,0.8
blockheaded,0.02
blockhouse,0.22
blocky,0.02
blog,0.65
bloke,4.67
blond,10.45
blonde,13.92
blondeness,0.02
blondish,0.08
blondness,0.02
blood,186.12
bloodbath,1.41
bloodcurdling,0.16
bloodhound,0.98
bloodless,0.08
bloodline,0.59
bloodlust,0.18
bloodmobile,0.04
bloodroot,0.12
bloodshed,1.96
bloodshot,0.51
bloodstain,0.24
bloodstained,0.31
bloodstream,1.73
bloodsucker,0.35
bloodthirsty,0.96
bloodworm,0.02
bloody,38.47
bloom,5.51
bloomer,0.35
bloomers,0.47
blooming,1.59
blooper,0.24
blossom,3.61
blot,0.94
blotch,0.2
blotchy,0.14
blotter,0.53
blotto,0.2
blouse,5.33
blouson,0.02
blow,97.57
blowback,0.29
blower,0.33
blowfish,0.61
blowgun,0.06
blowhard,0.37
blowhole,0.06
blowjob,1.61
blowout,1.49
blowpipe,0.08
blowtorch,0.84
blowup,0.29
blowzy,0.02
blub,0.06
blubber,0.84
blubbery,0.06
bludgeon,0.24
blue,102.39
bluebeard,0.24
bluebell,0.02
blueberry,2.57
bluebird,0.76
blueblood,0.04
bluebonnet,0.02
bluebook,0.1
bluebottle,0.06
bluefish,0.16
bluegrass,0.73
bluejacket,0.04
bluejay,0.35
blueness,0.18
bluenose,0.04
bluepoint,0.02
blueprint,1.24
blues,10.25
bluesman,0.29
bluesy,0.02
bluff,6.22
bluffer,0.1
bluish,0.14
blunder,0.9
blunderbuss,0.12
blunderer,0.04
blunt,4.9
blunted,0.14
bluntness,0.22
blur,2.14
blurb,0.25
blurriness,0.02
blurry,1.37
blurt,0.49
blush,2.67
blusher,0.02
bluster,0.2
blustery,0.22
boa,1.29
boar,2.18
board,64.16
boarder,0.57
boarding,11.06
boardinghouse,0.12
boardroom,0.76
boardwalk,1.84
boast,1.06
boaster,0.04
boastful,0.22
boastfulness,0.06
boat,95.78
boater,0.02
boathouse,0.76
boating,1.02
boatload,0.47
boatman,0.59
boatswain,0.45
boatyard,0.25
bob,91.49
bobbin,0.14
bobble,0.08
bobcat,0.39
bobolink,0.02
bobsled,0.94
bobsledder,0.1
bobsleigh,0.24
bobtail,0.1
bobwhite,0.1
bocce,0.2
bodacious,0.33
bode,0.47
bodega,1.31
bodice,0.22
bodiless,0.04
bodily,2.12
bodkin,0.1
body,195.53
bodybuilder,0.27
bodybuilding,0.31
bodyguard,5.73
bodysurf,0.08
bodywork,0.2
bog,0.96
bogey,2.49
bogeyman,0.86
boggle,0.37
boggy,0.1
bogus,2.71
bogyman,0.02
bohemian,0.94
boil,5.94
boiler,2.82
boilermaker,0.12
boilerplate,0.37
boisterous,0.24
bold,7.55
boldface,0.04
boldfaced,0.02
boldness,0.22
bolero,0.12
boliviano,#N/A
bollix,0.04
bollocks,2.8
bolo,0.71
bolshevism,0.12
bolster,0.31
bolt,6.88
bolus,0.67
bomb,53.65
bombard,0.24
bombardier,0.69
bombardment,0.84
bombast,0.02
bombastic,0.22
bombazine,#N/A
bomber,4.2
bombing,7.49
bombproof,0.12
bombshell,0.9
bombsight,0.14
bona,1.24
bonanza,1.63
bonbon,0.49
bond,31.27
bondage,1.71
bonder,0.04
bonding,3.04
bondmaid,0.02
bondman,#N/A
bondservant,0.02
bondsman,0.51
bone,26.06
bonehead,1.18
boneless,0.29
boner,2.33
boneshaker,0.06
boney,0.1
bonfire,1.75
bong,2.78
bongo,2.69
bonhomie,0.06
bonk,0.33
bonkers,1.12
bonnet,1.86
bonny,1.86
bonsai,0.98
bonus,9.2
bony,1.2
boo,11.69
boob,3
booby,2.53
boodle,0.45
booger,1.22
boogeyman,0.69
boogie,5.2
boogieman,0.06
boohoo,0.1
book,176.98
bookcase,0.94
bookend,0.04
bookie,2.55
bookish,0.18
bookkeeper,1.27
bookkeeping,0.75
bookless,0.02
booklet,0.55
bookmaker,0.47
bookmark,0.41
bookmarker,0.02
bookmobile,0.04
bookseller,0.1
bookshelf,0.33
bookshop,0.8
bookstore,3.92
bookwork,0.02
bookworm,0.73
boom,21.8
boomer,2.43
boomerang,0.92
boomtown,0.1
boon,2.12
boondoggle,0.06
boor,0.06
boorish,0.35
boorishness,0.04
boost,4.51
booster,2.65
boot,11.14
bootblack,0.08
booth,20.37
bootie,0.16
bootlace,0.02
bootleg,0.82
bootlegger,0.65
bootless,0.06
bootlicker,0.06
boots,19.16
bootstrap,0.06
booty,6.14
booze,10.94
boozer,0.35
boozy,0.16
bop,1.84
bopper,0.49
borax,0.1
bordelaise,0.08
bordello,0.31
border,17.18
bordereau,0.16
borderland,0.02
borderline,1.59
bore,7.75
borealis,0.27
bored,20.18
boredom,2.14
borehole,0.06
borer,0.04
boric,0.02
boring,27.41
boringness,0.04
born,83.69
borough,1.18
borrow,29.31
borrower,0.08
borscht,0.69
borzoi,0.1
bosh,0.27
bosky,#N/A
bosom,3.12
bosomy,0.02
boss,124.29
bossy,1.75
botanic,0.08
botanical,1.04
botanist,0.27
botany,0.39
botch,0.31
both,295.33
bother,67.37
botheration,0.06
bothersome,0.31
bottle,50.75
bottleneck,0.51
bottlenose,0.04
bottler,0.02
bottling,0.75
bottom,49.92
bottomland,0.12
bottomless,0.88
botulism,0.55
boudoir,0.88
bouffant,0.06
bougainvillea,0.14
bough,0.29
bouillabaisse,0.37
bouillon,0.14
boulder,2.08
boulevard,5.18
boulevardier,0.04
bounce,9.84
bouncer,1.59
bounciness,0.02
bouncy,1.78
bound,18.43
boundary,1.35
bounden,0.04
bounder,0.16
bounding,0.2
boundless,0.29
bounteous,0.04
bountiful,0.76
bounty,7.18
bouquet,3.22
bourbon,6.25
bourgeois,1.18
bourgeoisie,0.29
bourn,0.04
bout,19.1
boutique,1.08
boutonniere,0.12
bovine,0.43
bow,20.27
bowel,3.59
bowels,1.71
bower,0.25
bowery,0.86
bowl,21.45
bowlegged,0.24
bowler,1.31
bowlful,0.06
bowline,0.29
bowling,10.69
bowtie,0.12
bowwow,0.06
box,89.75
boxcar,0.65
boxer,3.84
boxful,0.08
boxing,7.25
boxingglove,#N/A
boxy,0.18
boy,529.82
boycott,0.96
boyfriend,72.24
boyhood,0.61
boyish,0.61
boysenberry,0.43
bozo,2.47
bra,10.92
brace,6.25
bracelet,7.8
bracer,0.1
braces,3.22
brachial,0.29
brachiosaurus,0.1
bracken,0.63
bracket,0.63
brackish,0.08
brae,0.08
brag,3.51
braggadocio,0.06
braggart,0.25
bragger,0.02
braid,0.94
braille,0.55
brain,77.02
brainchild,0.22
brainer,0.04
brainless,0.88
brainpan,0.16
brainpower,0.16
brainstem,0.22
brainstorm,0.78
brainwash,0.43
brainwasher,0.02
brainwave,0.1
brainwork,0.02
brainy,0.94
braise,#N/A
braised,0.22
brake,5.98
brakeman,0.1
braless,0.02
bran,1.31
branch,10.08
branchy,0.02
brand,13.96
brandied,0.02
brandish,0.04
brandy,11.12
brash,0.41
brashness,0.02
brass,12.12
brasserie,0.1
brassiere,0.53
brassy,0.12
brat,6.22
brattle,0.08
bratty,0.12
bratwurst,0.47
bravado,0.47
brave,31.71
braveness,0.06
bravery,2.88
braw,0.04
brawl,2.12
brawler,0.2
brawn,0.57
brawny,0.18
braze,#N/A
brazen,1.18
brazier,0.04
breach,6.22
bread,28.33
breadbasket,0.2
breadbin,#N/A
breadboard,0.02
breadbox,0.12
